pl_name,planet_status,mass,radius,type,orbital_period,semi_major_axis,star_name,star_distance,star_teff,star_radius,temp_calculated,mag_v,mag_j,mag_k,scale_factor,tsm,esm,alternate_names,updated,observation_type,reference,molecules,albedo,phase_curve,comments,molecules_cleaned,molecule_list
GJ 436 b,Confirmed,0.05836,0.32519,Warm,2.64394,0.02887,GJ 436,10.2,3684.0,0.464,580.0,10.68,6.9,6.073,1.28,374.454,48.1364,,06-04-2024,G-B: High resolution IR,2407.06707,"{H2O"":""Upper limit"",""CO"":""Upper limit"",""CH4"":""Upper limit""}""",No,No,No transmission signals detected with CRIRES+,[],"CH4, Upper, H2O, CO"
GJ 436 b,Confirmed,0.05836,0.32519,Warm,2.64394,0.02887,GJ 436,10.2,3684.0,0.464,580.0,10.68,6.9,6.073,1.28,374.454,48.1364,,06-04-2024,G-B: High resolution IR,2403.00608,"{He"":""Upper limit""}""",No,No,Non detection of He with GIANO-B,[],"Upper, He"
GJ 436 b,Confirmed,0.05836,0.32519,Warm,2.64394,0.02887,GJ 436,10.2,3684.0,0.464,580.0,10.68,6.9,6.073,1.28,374.454,48.1364,,06-04-2024,G-B: High resolution IR,2020AJ....160..228K,"{FeH"":""Upper limit""}""",0,No,,[],"Upper, FeH"
GJ 436 b,Confirmed,0.05836,0.32519,Warm,2.64394,0.02887,GJ 436,10.2,3684.0,0.464,580.0,10.68,6.9,6.073,1.28,374.454,48.1364,,06-04-2024,G-B: High resolution visible,2412.0433,"{Na"":""Upper limit""}""",No,No,,[],"Na, Upper"
GJ 486 b,Confirmed,0.00887,0.11643,Warm,1.467119,0.01734,GJ 486,8.0761,3340.0,0.328,700.0,11.4,7.195,6.362,0.19,35.3896,21.3042,,05-02-2023,G-B: High resolution IR,2212.11816,"{Featureless spectra"":""Detection""}""",No,No,,[],
GJ 486 b,Confirmed,0.00887,0.11643,Warm,1.467119,0.01734,GJ 486,8.0761,3340.0,0.328,700.0,11.4,7.195,6.362,0.19,35.3896,21.3042,,05-02-2023,JWST-NIRSpec,2305.00868,"{H2O"":""Upper limit""}""",No,No,A water-Rich Atmosphere or Stellar Contamination ?,[],"Upper, H2O"
GJ 486 b,Confirmed,0.00887,0.11643,Warm,1.467119,0.01734,GJ 486,8.0761,3340.0,0.328,700.0,11.4,7.195,6.362,0.19,35.3896,21.3042,,05-02-2023,G-B: High resolution IR,2406.09225,"{He"":""Upper limit""}""",No,No,,[],"Upper, He"
GJ 486 b,Confirmed,0.00887,0.11643,Warm,1.467119,0.01734,GJ 486,8.0761,3340.0,0.328,700.0,11.4,7.195,6.362,0.19,35.3896,21.3042,,05-02-2023,JWST-MIRI,2408.15123,[],No,No,Results are compatible with no or thin atmosphere,[],
GJ 9827 b,Confirmed,0.01532,0.13641,Hot,1.2089765,0.01866,GJ 9827,30.3,4255.0,0.651,1043.5,10.4,7.984,7.193,1.26,57.5017,9.5333,K2-135 b,12-10-2023,G-B: High resolution IR,2101.06277,"{He"":""Upper limit"",""H"":""Upper limit""}""",No,No,"Non detections of Ly-a, Ha and He. No evidence for an extended H/He upper atmosphere with HST and CARMENES observations.",[],"H, Upper, He"
GJ 9827 b,Confirmed,0.01532,0.13641,Hot,1.2089765,0.01866,GJ 9827,30.3,4255.0,0.651,1043.5,10.4,7.984,7.193,1.26,57.5017,9.5333,K2-135 b,12-10-2023,G-B: High resolution IR,2302.01479,"{He"":""Upper limit""}""",No,No,,[],"Upper, He"
GJ 9827 d,Confirmed,0.01076,0.17441,Warm,6.20183,0.0555,GJ 9827,30.3,4255.0,0.651,604.9,10.4,7.984,7.193,1.26,99.196,3.9901,K2-135 d,12-10-2023,G-B:Low resolution IR,2020AJ....160..258K,"{He"":""No detection""}""",0,No,Non detection above the noise level using Keck/NIRSPEC with a resolving power of R = 25000,[],"No, He"
GJ 9827 d,Confirmed,0.01076,0.17441,Warm,6.20183,0.0555,GJ 9827,30.3,4255.0,0.651,604.9,10.4,7.984,7.193,1.26,99.196,3.9901,K2-135 d,12-10-2023,G-B: High resolution IR,2302.01479,"{He"":""Upper limit""}""",No,No,,[],"Upper, He"
GJ 9827 d,Confirmed,0.01076,0.17441,Warm,6.20183,0.0555,GJ 9827,30.3,4255.0,0.651,604.9,10.4,7.984,7.193,1.26,99.196,3.9901,K2-135 d,12-10-2023,G-B: High resolution IR,2101.06277,"{H"":""No detection"",""He"":""No detection""}""",0,No,"Non detections of Ly-a, Ha and He. No evidence for an extended H/He upper atmosphere with HST and CARMENES observations.",[],"No, H, He"
GJ 9827 d,Confirmed,0.01076,0.17441,Warm,6.20183,0.0555,GJ 9827,30.3,4255.0,0.651,604.9,10.4,7.984,7.193,1.26,99.196,3.9901,K2-135 d,12-10-2023,HST WFC3,2309.10845,"{H2O"":""Detection""}""",No,No,,[],H2O
GJ 9827 d,Confirmed,0.01076,0.17441,Warm,6.20183,0.0555,GJ 9827,30.3,4255.0,0.651,604.9,10.4,7.984,7.193,1.26,99.196,3.9901,K2-135 d,12-10-2023,JWST-NIRISS,2410.03527,"{H2O"":""Detection"",""He"":""Upper limit"",""Molecular ratios: C\/O, etc..."":""Detection""}""",No,No,"Water world "" atmosphere inferred""",[],"C, He, Upper, H2O, O"
GQ Lup b,Confirmed,0.013,1.8,UltraHot Jupiter,,32.0,GQ Lup,140.0,,,2650.0,11.4,8.605,7.096,1.15,,,,07-07-2022,G-B: High resolution IR,2025A&A...693A.298G,"{CO"":""Detection"",""Isotopic fractions"":""Detection"",""Molecular ratios: C\/O, etc..."":""Detection""}""",No,No,CRIRES+ K-band spectrum. Similar carbon isotope ratios for the companion and the host star.,[],"O, C, CO"
HAT-P-1 b,Confirmed,0.525,1.319,Hot Jupiter,4.46529976,0.05561,HAT-P-1,139.0,5980.0,1.174,1322.0,10.4,9.156,8.858,1.15,314.3897,133.2222,,7/27/22,HST WFC3,1308.2106,"{H2O"":""Detection""}""",0,No,,[],H2O
HAT-P-1 b,Confirmed,0.525,1.319,Hot Jupiter,4.46529976,0.05561,HAT-P-1,139.0,5980.0,1.174,1322.0,10.4,9.156,8.858,1.15,314.3897,133.2222,,7/27/22,HST STIS,1310.0083,"{Na"":""Detection""}""",0,No,,[],Na
HAT-P-1 b,Confirmed,0.525,1.319,Hot Jupiter,4.46529976,0.05561,HAT-P-1,139.0,5980.0,1.174,1322.0,10.4,9.156,8.858,1.15,314.3897,133.2222,,7/27/22,HST WFC3,2018AJ....155..156T,"{H2O"":""Detection""}""",0,No,,[],H2O
HAT-P-1 b,Confirmed,0.525,1.319,Hot Jupiter,4.46529976,0.05561,HAT-P-1,139.0,5980.0,1.174,1322.0,10.4,9.156,8.858,1.15,314.3897,133.2222,,7/27/22,G-B: Low resolution visible,2207.12563,"{K"":""Detection"",""Na"":""Detection""}""",No,No,"Tentative evidence for H2O. Subsolar abundances for Na, K, and C, and subsolar-to-solar for O",[],"K, Na"
HAT-P-10 A b,Confirmed,0.46,1.045,Hot Jupiter,3.722469,0.0439,HAT-P-10 A,125.0,4980.0,0.81,1031.509061,11.89,,,1.15,,,"WASP-11 b, HAT-P-10 b",12/13/19,G-B: High resolution IR,2307.0558,"{He"":""Upper limit""}""",No,No,3sigma upper limit of <1.56 % with SPIRou,[],"Upper, He"
HAT-P-11 b,Confirmed,0.0736,0.389,Warm,4.887802443,0.053,HAT-P-11,37.89,4780.0,0.683,750.0,9.59,7.608,7.009,1.15,196.693,31.097,,07-07-2022,HST WFC3,2018AJ....155..156T,"{H2O"":""Detection""}""",0,No,,[],H2O
HAT-P-11 b,Confirmed,0.0736,0.389,Warm,4.887802443,0.053,HAT-P-11,37.89,4780.0,0.683,750.0,9.59,7.608,7.009,1.15,196.693,31.097,,07-07-2022,G-B: High resolution IR,2018Sci...362.1384A,"{He"":""Detection""}""",0,No,Using transit observations with CARMENES,[],He
HAT-P-11 b,Confirmed,0.0736,0.389,Warm,4.887802443,0.053,HAT-P-11,37.89,4780.0,0.683,750.0,9.59,7.608,7.009,1.15,196.693,31.097,,07-07-2022,G-B: High resolution IR,2406.09225,"{He"":""Detection""}""",No,No,,[],He
HAT-P-11 b,Confirmed,0.0736,0.389,Warm,4.887802443,0.053,HAT-P-11,37.89,4780.0,0.683,750.0,9.59,7.608,7.009,1.15,196.693,31.097,,07-07-2022,G-B: High resolution IR,2307.0558,"{He"":""Detection""}""",No,No,Excess absorption detection of 0.76 ± 0.07 % with SPIRou.,[],He
HAT-P-11 b,Confirmed,0.0736,0.389,Warm,4.887802443,0.053,HAT-P-11,37.89,4780.0,0.683,750.0,9.59,7.608,7.009,1.15,196.693,31.097,,07-07-2022,HST STIS,2211.05155,"{H"":""Detection"",""C+"":""Detection""}""",No,No,Ly-alpha and C+ detection,[],"H, C"
HAT-P-11 b,Confirmed,0.0736,0.389,Warm,4.887802443,0.053,HAT-P-11,37.89,4780.0,0.683,750.0,9.59,7.608,7.009,1.15,196.693,31.097,,07-07-2022,G-B: High resolution IR,2403.00608,"{He"":""Detection""}""",No,No,Confirmation of He detection with GIANO-B (1.36±0.17%),[],He
HAT-P-11 b,Confirmed,0.0736,0.389,Warm,4.887802443,0.053,HAT-P-11,37.89,4780.0,0.683,750.0,9.59,7.608,7.009,1.15,196.693,31.097,,07-07-2022,G-B: High resolution IR,2403.01527,"{H2O"":""Detection"",""NH3"":""Detection"",""CO2"":""Upper limit"",""CH4"":""Upper limit"",""HCN"":""Upper limit""}""",No,No,"Observations with GIANO-B. Detection of H2O and NH3, and tentative signals of CO2 and CH4",[],"NH3, CH4, CO2, Upper, HCN, H2O"
HAT-P-11 b,Confirmed,0.0736,0.389,Warm,4.887802443,0.053,HAT-P-11,37.89,4780.0,0.683,750.0,9.59,7.608,7.009,1.15,196.693,31.097,,07-07-2022,HST WFC3,2018ApJ...868L..34M,"{He"":""Detection""}""",0,No,,[],He
HAT-P-12 b,Confirmed,0.210489885,0.949,Hot Jupiter,3.2130598,0.0384,HAT-P-12,142.5,4650.0,0.7,965.0,12.84,10.794,10.108,1.15,282.0309,79.2398,,03-01-2024,G-B: Low resolution visible,2109.11235,"{H2O"":""Upper limit"",""CH4"":""Upper limit"",""NH3"":""Upper limit""}""",0,No,Transmission spectrum affected y stellar activity,[],"CH4, NH3, Upper, H2O"
HAT-P-12 b,Confirmed,0.210489885,0.949,Hot Jupiter,3.2130598,0.0384,HAT-P-12,142.5,4650.0,0.7,965.0,12.84,10.794,10.108,1.15,282.0309,79.2398,,03-01-2024,HST STIS,2004.03551,"{H2O"":""Detection""}""",0,No,,[],H2O
HAT-P-12 b,Confirmed,0.210489885,0.949,Hot Jupiter,3.2130598,0.0384,HAT-P-12,142.5,4650.0,0.7,965.0,12.84,10.794,10.108,1.15,282.0309,79.2398,,03-01-2024,HST WFC3,2018AJ....155..156T,"{H2O"":""Detection""}""",0,No,,[],H2O
HAT-P-13 b,Confirmed,0.9,1.44,Hot Jupiter,2.916415,0.045,HAT-P-13,214.0,5638.0,1.56,1700.0,10.62,9.328,8.975,1.15,160.562,139.8339,,08-05-2024,Spitzer,2016ApJ...821...26B,[],No,No,The measured secondary eclipse depths best match atmospheric model with dayside temperature inversions,[],
HAT-P-13 b,Confirmed,0.9,1.44,Hot Jupiter,2.916415,0.045,HAT-P-13,214.0,5638.0,1.56,1700.0,10.62,9.328,8.975,1.15,160.562,139.8339,,08-05-2024,Spitzer,2017ApJ...836..143H,[],No,No,Results are non-uniquely consistent with solar-abundance composition without any thermal inversion,[],
HAT-P-14 b,Confirmed,2.444,1.01,Hot Jupiter,4.627686,0.0606,HAT-P-14,205.0,6600.0,1.468,1566.405164,9.98,9.094,8.851,1.15,23.6436,59.9109,WASP-27 b,9/24/21,JWST-NIRSpec,2211.01459,"{Featureless spectra"":""Detection""}""",No,No,"Featureless spectra from 3-5 microns. R=100, median uncertainties of 50-60 ppm.",[],
HAT-P-14 b,Confirmed,2.444,1.01,Hot Jupiter,4.627686,0.0606,HAT-P-14,205.0,6600.0,1.468,1566.405164,9.98,9.094,8.851,1.15,23.6436,59.9109,WASP-27 b,9/24/21,JWST-NIRISS,2504.08903,"{H2O"":""Detection"",""Cloudy"":""Detection""}""",No,No,,[],H2O
HAT-P-18 b,Confirmed,0.183,0.947,Hot Jupiter,5.508029,0.0559,HAT-P-18,166.0,4870.0,0.717,841.0,12.76,10.822,10.234,1.15,264.3349,49.1418,HAT-18b,07-07-2022,G-B:Low resolution IR,2204.11865,"{He"":""Detection""}""",No,No,Narrow band photometry with Palomar/WIRC. Excess depth is 0.70±0.16%,[],He
HAT-P-18 b,Confirmed,0.183,0.947,Hot Jupiter,5.508029,0.0559,HAT-P-18,166.0,4870.0,0.717,841.0,12.76,10.822,10.234,1.15,264.3349,49.1418,HAT-18b,07-07-2022,G-B:Low resolution IR,2021ApJ...909L..10P,"{He"":""Detection""}""",0,No,Using ultra-narrow band photometry,[],He
HAT-P-18 b,Confirmed,0.183,0.947,Hot Jupiter,5.508029,0.0559,HAT-P-18,166.0,4870.0,0.717,841.0,12.76,10.822,10.234,1.15,264.3349,49.1418,HAT-18b,07-07-2022,JWST-NIRISS,2211.13761,"{He"":""Detection"",""H2O"":""Detection""}""",No,No,,[],"H2O, He"
HAT-P-18 b,Confirmed,0.183,0.947,Hot Jupiter,5.508029,0.0559,HAT-P-18,166.0,4870.0,0.717,841.0,12.76,10.822,10.234,1.15,264.3349,49.1418,HAT-18b,07-07-2022,HST WFC3,2018AJ....155..156T,"{H2O"":""Detection""}""",0,No,,[],H2O
HAT-P-18 b,Confirmed,0.183,0.947,Hot Jupiter,5.508029,0.0559,HAT-P-18,166.0,4870.0,0.717,841.0,12.76,10.822,10.234,1.15,264.3349,49.1418,HAT-18b,07-07-2022,G-B: Low resolution visible,2305.19441,"{Featureless spectra"":""Detection""}""",No,No,,[],
HAT-P-18 b,Confirmed,0.183,0.947,Hot Jupiter,5.508029,0.0559,HAT-P-18,166.0,4870.0,0.717,841.0,12.76,10.822,10.234,1.15,264.3349,49.1418,HAT-18b,07-07-2022,JWST-NIRISS,2310.1495,"{He"":""Detection"",""H2O"":""Detection"",""CO2"":""Detection"",""Cloudy"":""Detection"",""CH4"":""No detection""}""",No,No,Also contains HST/WFC3 and Spitzer/IRAC transit observations,[],"CH4, CO2, He, No, H2O"
HAT-P-18 b,Confirmed,0.183,0.947,Hot Jupiter,5.508029,0.0559,HAT-P-18,166.0,4870.0,0.717,841.0,12.76,10.822,10.234,1.15,264.3349,49.1418,HAT-18b,07-07-2022,G-B: Low resolution visible,2017MNRAS.468.3907K,"{Rayleigh Scattering"":""Detection""}""",0,No,Rayleigh Scattering detection in HAT-P-18b.No Na/K detected.,[],
HAT-P-19 b,Confirmed,0.292,1.132,Hot Jupiter,4.008784,0.0466,HAT-P-19,215.0,4990.0,0.82,981.2,12.9,11.095,10.546,1.15,222.579,63.8947,,8/26/15,Spitzer,2015ApJ...810..118K,[],No,No,,[],
HAT-P-19 b,Confirmed,0.292,1.132,Hot Jupiter,4.008784,0.0466,HAT-P-19,215.0,4990.0,0.82,981.2,12.9,11.095,10.546,1.15,222.579,63.8947,,8/26/15,G-B: Low resolution visible,2015A&A...580A..60M,"{Featureless spectra"":""Detection""}""",No,No,,[],
HAT-P-2 b,Confirmed,8.74,0.951,Hot Jupiter,5.6334729,0.0674,HAT-P-2,118.0,6414.0,1.54,1478.402958,8.71,7.796,7.603,1.15,8.6056,80.4223,,9/20/12,G-B: High resolution visible,2012ApJ...751...86J,"{H"":""Upper limit""}""",No,No,H-alpha upper limit,[],"H, Upper"
HAT-P-2 b,Confirmed,8.74,0.951,Hot Jupiter,5.6334729,0.0674,HAT-P-2,118.0,6414.0,1.54,1478.402958,8.71,7.796,7.603,1.15,8.6056,80.4223,,9/20/12,HST WFC3,2506.12806,"{Molecular ratios: C\/O, etc..."":""Detection""}""",No,No,,[],"C, O"
HAT-P-2 b,Confirmed,8.74,0.951,Hot Jupiter,5.6334729,0.0674,HAT-P-2,118.0,6414.0,1.54,1478.402958,8.71,7.796,7.603,1.15,8.6056,80.4223,,9/20/12,HST WFC3,2410.11643,"{Featureless spectra"":""Detection""}""",No,Yes,,[],
HAT-P-23 b,Confirmed,2.09,1.368,UltraHot Jupiter,1.212884,0.0232,HAT-P-23,393.0,5924.0,1.29,2056.0,11.94,11.103,10.791,1.15,46.2971,101.1017,,5/19/11,Spitzer,2408.13308,[],0.37,Yes,Dayside and nightside temperatures from phase curve at 4.5 um.,[],
HAT-P-23 b,Confirmed,2.09,1.368,UltraHot Jupiter,1.212884,0.0232,HAT-P-23,393.0,5924.0,1.29,2056.0,11.94,11.103,10.791,1.15,46.2971,101.1017,,5/19/11,G-B: Low resolution visible,2015A&A...577A..54C,"{Featureless spectra"":""Detection""}""",No,No,Photometric data on different filters,[],
HAT-P-26 b,Confirmed,0.0585,0.57,Warm,4.234502,0.0479,HAT-P-26,134.0,5079.0,0.788,590.0,11.74,10.08,9.581,1.15,147.3894,7.2246,TOI-5632.01,08-06-2024,G-B:Low resolution IR,2204.11865,"{He"":""Detection""}""",No,No,"Narrow band photometry with Palomar/WIRC. 3.1σ detection, excess depth of 0.31±0.10% at mid-transit.",[],He
HAT-P-26 b,Confirmed,0.0585,0.57,Warm,4.234502,0.0479,HAT-P-26,134.0,5079.0,0.788,590.0,11.74,10.08,9.581,1.15,147.3894,7.2246,TOI-5632.01,08-06-2024,HST STIS,2503.1929,"{H2O"":""Detection"",""Cloudy"":""Detection"",""Molecular ratios: C\/O, etc..."":""Detection""}""",No,No,Scattering slope weaker than Rayleigh scattering,[],"C, H2O, O"
HAT-P-26 b,Confirmed,0.0585,0.57,Warm,4.234502,0.0479,HAT-P-26,134.0,5079.0,0.788,590.0,11.74,10.08,9.581,1.15,147.3894,7.2246,TOI-5632.01,08-06-2024,HST WFC3,2303.0361,"{H2O"":""Detection"",""TiO"":""Detection""}""",No,No,,[],"TiO, H2O"
HAT-P-26 b,Confirmed,0.0585,0.57,Warm,4.234502,0.0479,HAT-P-26,134.0,5079.0,0.788,590.0,11.74,10.08,9.581,1.15,147.3894,7.2246,TOI-5632.01,08-06-2024,G-B: Low resolution visible,2112.06678,"{Featureless spectra"":""Detection""}""",0,No,,[],
HAT-P-26 b,Confirmed,0.0585,0.57,Warm,4.234502,0.0479,HAT-P-26,134.0,5079.0,0.788,590.0,11.74,10.08,9.581,1.15,147.3894,7.2246,TOI-5632.01,08-06-2024,HST WFC3,2018AJ....155..156T,"{H2O"":""Detection""}""",0,No,,[],H2O
HAT-P-3 b,Confirmed,0.591,0.827,Hot Jupiter,2.899703,0.03866,HAT-P-3,130.0,5224.0,0.799,1145.194064,11.86,9.936,9.448,1.15,89.8903,77.2648,,05-07-2013,G-B: High resolution IR,2307.00967,"{He"":""Upper limit""}""",No,No,Upper-limit with GIANO-B of 1.9%,[],"Upper, He"
HAT-P-30 b,Confirmed,0.711,1.34,Hot Jupiter,2.810595,0.0419,HAT-P-30,193.0,6250.0,1.33,1697.97887,10.42,9.442,9.151,1.15,213.5363,135.9056,WASP-51 b,7/24/18,TESS,2204.03327,[],0.197,No,3σ upper limit geometric albedo of 0.368,[],
HAT-P-32 b,Confirmed,0.75,1.789,Hot Jupiter,2.15000825,0.03427,HAT-P-32,320.0,6001.0,1.387,1835.7,11.29,10.251,9.99,1.15,329.926,179.4236,,07-11-2022,G-B: High resolution IR,2110.13582,"{H"":""Detection"",""He"":""Detection""}""",No,No,CARMENES observations. Hα max. depth 3.3%. He max. depth 5.3%.,[],"H, He"
HAT-P-32 b,Confirmed,0.75,1.789,Hot Jupiter,2.15000825,0.03427,HAT-P-32,320.0,6001.0,1.387,1835.7,11.29,10.251,9.99,1.15,329.926,179.4236,,07-11-2022,G-B: Low resolution visible,2301.04812,"{CO2"":""Detection"",""H2O"":""Detection"",""Rayleigh Scattering"":""Detection""}""",No,No,,[],"CO2, H2O"
HAT-P-32 b,Confirmed,0.75,1.789,Hot Jupiter,2.15000825,0.03427,HAT-P-32,320.0,6001.0,1.387,1835.7,11.29,10.251,9.99,1.15,329.926,179.4236,,07-11-2022,HST WFC3,2017AJ....154...39D,"{H2O"":""Detection""}""",0,No,,[],H2O
HAT-P-32 b,Confirmed,0.75,1.789,Hot Jupiter,2.15000825,0.03427,HAT-P-32,320.0,6001.0,1.387,1835.7,11.29,10.251,9.99,1.15,329.926,179.4236,,07-11-2022,HST WFC3,2018AJ....155..156T,"{H2O"":""Detection""}""",0,No,,[],H2O
HAT-P-32 b,Confirmed,0.75,1.789,Hot Jupiter,2.15000825,0.03427,HAT-P-32,320.0,6001.0,1.387,1835.7,11.29,10.251,9.99,1.15,329.926,179.4236,,07-11-2022,G-B: High resolution IR,2306.03913,"{He"":""Detection""}""",No,No,,[],He
HAT-P-32 b,Confirmed,0.75,1.789,Hot Jupiter,2.15000825,0.03427,HAT-P-32,320.0,6001.0,1.387,1835.7,11.29,10.251,9.99,1.15,329.926,179.4236,,07-11-2022,HST STIS,2020AJ....160...51A,[],0,No,,[],
HAT-P-32 b,Confirmed,0.75,1.789,Hot Jupiter,2.15000825,0.03427,HAT-P-32,320.0,6001.0,1.387,1835.7,11.29,10.251,9.99,1.15,329.926,179.4236,,07-11-2022,HST WFC3,2204.11729,"{H2O"":""Detection""}""",No,No,,[],H2O
HAT-P-32 b,Confirmed,0.75,1.789,Hot Jupiter,2.15000825,0.03427,HAT-P-32,320.0,6001.0,1.387,1835.7,11.29,10.251,9.99,1.15,329.926,179.4236,,07-11-2022,G-B: High resolution IR,2020AJ....160..228K,"{FeH"":""Upper limit""}""",0,No,,[],"Upper, FeH"
HAT-P-33 b,Confirmed,0.763,1.827,Hot Jupiter,3.474474,0.0503,HAT-P-33,419.0,6401.0,1.777,1834.598371,11.89,10.263,10.004,1.15,209.1487,104.9844,,5/31/13,G-B: High resolution IR,2307.00967,"{He"":""Upper limit""}""",No,No,Upper-limit with GIANO-B of 1.4%,[],"Upper, He"
HAT-P-4 b,Confirmed,0.68,1.27,Hot Jupiter,3.0565114,0.0446,HAT-P-4,310.0,5890.0,1.59,1686.0,11.2,10.1,9.770001,1.15,97.5357,68.0566,,05-07-2013,Spitzer,2013ApJ...770..102T,[],No,No,Photometry is consistent with inefficient heat redistribution from their day to night sides (and low albedos),[],
HAT-P-41 b,Confirmed,0.8,1.685,Hot Jupiter,2.694047,0.0426,HAT-P-41,344.0,6479.0,1.19,1651.239679,11.087,10.006,9.728,1.15,353.5281,188.7223,,10/20/20,HST WFC3,2020AJ....159..204W,"{TiO"":""Detection"",""VO"":""Detection""}""",No,No,Transmission observations using Hubble WFC3/UVIS G280 grism,[],"TiO, VO"
HAT-P-41 b,Confirmed,0.8,1.685,Hot Jupiter,2.694047,0.0426,HAT-P-41,344.0,6479.0,1.19,1651.239679,11.087,10.006,9.728,1.15,353.5281,188.7223,,10/20/20,HST WFC3,2018AJ....155..156T,"{H2O"":""Detection""}""",0,No,,[],H2O
HAT-P-41 b,Confirmed,0.8,1.685,Hot Jupiter,2.694047,0.0426,HAT-P-41,344.0,6479.0,1.19,1651.239679,11.087,10.006,9.728,1.15,353.5281,188.7223,,10/20/20,HST WFC3,2202.12314,"{Featureless spectra"":""Detection""}""",0,No,#NAME?,[],
HAT-P-41 b,Confirmed,0.8,1.685,Hot Jupiter,2.694047,0.0426,HAT-P-41,344.0,6479.0,1.19,1651.239679,11.087,10.006,9.728,1.15,353.5281,188.7223,,10/20/20,G-B: Low resolution visible,2311.1384,"{TiO"":""Detection"",""CrH"":""Detection"",""MgH"":""Detection""}""",No,No,,[],"CrH, MgH, TiO"
HAT-P-41 b,Confirmed,0.8,1.685,Hot Jupiter,2.694047,0.0426,HAT-P-41,344.0,6479.0,1.19,1651.239679,11.087,10.006,9.728,1.15,353.5281,188.7223,,10/20/20,HST WFC3,2204.11729,"{H2O"":""Detection""}""",No,No,,[],H2O
HAT-P-49 b,Confirmed,1.73,1.448,UltraHot Jupiter,2.6915575,0.0412,HAT-P-49,322.0,6820.0,1.833,2193.0,10.21,9.55,9.346,1.15,71.6426,101.9027,,08-01-2024,G-B: High resolution IR,2307.00967,"{He"":""Upper limit""}""",No,No,Upper-limit with GIANO-B of 0.6%,[],"Upper, He"
HAT-P-55 b,Confirmed,0.582,1.182,Hot Jupiter,3.5852467,0.04604,HAT-P-55,480.0,5808.0,1.011,1313.0,13.207,12.02,11.627,1.15,73.0954,41.1959,,4/23/24,G-B: Low resolution visible,2404.13849,"{Na"":""Detection"",""MgH"":""Detection""}""",No,No,,[],"Na, MgH"
HAT-P-57 b,Confirmed,1.85,1.413,UltraHot Jupiter,2.465295,0.0406,HAT-P-57,303.0,7500.0,1.5,2200.0,10.47,9.67,9.433,1.15,88.2456,125.4927,,11-04-2015,G-B: High resolution IR,2404.16732,"{He"":""Upper limit""}""",No,No,,[],"Upper, He"
HAT-P-57 b,Confirmed,1.85,1.413,UltraHot Jupiter,2.465295,0.0406,HAT-P-57,303.0,7500.0,1.5,2200.0,10.47,9.67,9.433,1.15,88.2456,125.4927,,11-04-2015,G-B: Low resolution visible,2305.19441,"{Featureless spectra"":""Detection""}""",No,No,,[],
HAT-P-57 b,Confirmed,1.85,1.413,UltraHot Jupiter,2.465295,0.0406,HAT-P-57,303.0,7500.0,1.5,2200.0,10.47,9.67,9.433,1.15,88.2456,125.4927,,11-04-2015,G-B: High resolution visible,2111.13064,"{H"":""Upper limit"",""Fe"":""No detection""}""",No,No,H upper limit of 0.7±0.2%. Cross correlation analyses affected by pulsations of the star. Observations with HARPS-N.,[],"No, H, Upper, Fe"
HAT-P-57 b,Confirmed,1.85,1.413,UltraHot Jupiter,2.465295,0.0406,HAT-P-57,303.0,7500.0,1.5,2200.0,10.47,9.67,9.433,1.15,88.2456,125.4927,,11-04-2015,G-B: High resolution IR,2020AJ....160..228K,"{FeH"":""Upper limit""}""",0,No,,[],"Upper, FeH"
HAT-P-6 b,Confirmed,1.11,1.275,Hot Jupiter,3.8529972,0.0494,HAT-P-6,200.0,6570.0,1.46,1723.0,10.5,9.558,9.313,1.15,94.0557,91.5556,,08-05-2024,Spitzer,2012ApJ...746..111T,[],No,No,he eclipse depths of HAT-P-6b can be fitted with models with a small or no temperature inversion,[],
HAT-P-65 b,Confirmed,0.527,1.89,Hot Jupiter,2.6054552,0.03951,HAT-P-65,841.0,5835.0,1.86,1930.0,13.15,11.892,11.528,1.15,152.0212,61.199,,09-12-2016,G-B: Low resolution visible,2104.13058,"{TiO"":""Detection"",""Na"":""Upper limit"",""VO"":""Upper limit""}""",0,No,Na and VO show moderate evidence only in one of the two observed transits.,[],"Na, Upper, TiO, VO"
HAT-P-67 b,Confirmed,0.34,2.085,Hot Jupiter,4.81010205,0.06505,HAT-P-67,320.0,6406.0,1.546,1903.0,10.69,9.145001,8.9,1.15,1599.7676,317.4523,,02-07-2017,G-B: High resolution visible,2404.03317,"{H"":""Upper limit"",""Cr"":""Upper limit"",""Fe"":""Upper limit"",""Na"":""Upper limit"",""Ti"":""Upper limit"",""He"":""Detection""}""",No,No,Dubious Hα feature. No detection of several species via CC. HARPS-N observations,[],"Cr, Na, H, He, Upper, Fe, Ti"
HAT-P-67 b,Confirmed,0.34,2.085,Hot Jupiter,4.81010205,0.06505,HAT-P-67,320.0,6406.0,1.546,1903.0,10.69,9.145001,8.9,1.15,1599.7676,317.4523,,02-07-2017,G-B: High resolution visible,2307.06356,"{H"":""Upper limit"",""Ca+"":""Detection"",""Na"":""Detection""}""",No,No,"Many species cross correlated on CARMENES data, but only 2 detections. The origin of the Ha absorption is not clear.",[],"Na, H, Upper, Ca"
